oekobaudatName,oekobaudatUuid____448d1096-2017-4901-a560-f652a83c737e____2020-II,oekobaudatUuid____22885a6e-1765-4ade-a35e-ae668bd07256____2023-I,oekobaudatUuid____cd2bda71-760b-4fcc-8a0b-3877c10000a8____2021-II,oekobaudatUuid____8201b671-10cd-4dc5-9750-0b856d998be4____2020-I,oekobaudatUuid____0454ab26-f45c-4e24-8260-9e2049738b75____2019-III,oekobaudatUuid____815d8970-02dc-4abc-b02e-78d41b4e4bb5____2019-II,oekobaudatUuid____30b63be3-b76b-4bd4-a876-330790c228a9____2019-I,oekobaudatUuid____cc02f499-6b0f-4556-bb4a-7abe48e55f71____2017,tBaustoffName,eolCategoryName,eolScenarioReal,eolScenarioPotential,technologyFactor,Unnamed: 8,processCategoryNumber,productUuid,eolCategoryUuid
Gips (CaSO4-Beta-Halbhydrat),ee840270-3055-428a-b38d-e7727426cc35,6d6d0d3f-79a3-461b-8a8c-fa4a78875da0,ee840270-3055-428a-b38d-e7727426cc35,ee840270-3055-428a-b38d-e7727426cc35,ee840270-3055-428a-b38d-e7727426cc35,ee840270-3055-428a-b38d-e7727426cc35,ee840270-3055-428a-b38d-e7727426cc35,ee840270-3055-428a-b38d-e7727426cc35,Gips (CaSO4-Beta-Halbhydrat) Grundstoff,keine Einstufung,nicht eingestuft,n.e.,n.e.,n.e.,1.1,278bae6d-26bf-57d3-9d6b-23d1ece6c297,0c2c3857-bf68-50bc-a08b-cb0d959eeaf1
Gips Kalk Putz,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,a3c3d772-142f-4494-ab5e-c3eb604bbe55,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,Gips-Kalk-Putz auf Massivbaustoff,Gipsputz (auf Gipsbaustoff),Dep+,RC-,0.25,,1.4,ca35d44c-105f-53e4-860a-c778d6e2dab5,1a2d954c-605f-5fdf-a4a8-99733db2d3cd
Gips Kalk Putz,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,a3c3d772-142f-4494-ab5e-c3eb604bbe55,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6,Gips-Kalk-Putz auf Gipsbaustoff,Gipsputz (auf Massivbaustoff),Dep+,Dep+,0,,1.4,d7276132-30f8-53a2-b605-bbdaa3c6a3d3,39c12551-dc99-5fbc-8673-c831094cf523
"Gipsbauplatte (Feuerschutz, 12,5mm)",da72684f-471c-425b-817d-69f262323f04,9847cae4-4e56-40f3-a6d0-f0a153239669,da72684f-471c-425b-817d-69f262323f04,da72684f-471c-425b-817d-69f262323f04,da72684f-471c-425b-817d-69f262323f04,da72684f-471c-425b-817d-69f262323f04,da72684f-471c-425b-817d-69f262323f04,da72684f-471c-425b-817d-69f262323f04,Gipskartonplatte (Feuerschutz),Gipsplatte,Dep+,CL+,0.75,,1.3,3ec6b463-2b87-5ce0-8feb-f16949c7ecd2,7ce7f671-bb8e-57b7-aa14-9f1d0403e204
"Gipsbauplatte (imprägniert, 12,5mm)",07423e99-8c7c-4e93-8311-dcf7ae85c41d,21034c58-7460-469d-8715-88d1eb90936c,07423e99-8c7c-4e93-8311-dcf7ae85c41d,07423e99-8c7c-4e93-8311-dcf7ae85c41d,07423e99-8c7c-4e93-8311-dcf7ae85c41d,07423e99-8c7c-4e93-8311-dcf7ae85c41d,07423e99-8c7c-4e93-8311-dcf7ae85c41d,07423e99-8c7c-4e93-8311-dcf7ae85c41d,Gipskartonplatte (imprägniert),Gipsplatte,Dep+,CL+,0.75,,1.3,9201a16c-de5c-54ae-9f8b-d8b8b53806ef,7ce7f671-bb8e-57b7-aa14-9f1d0403e204
"Gipsbauplatte (gelocht, 12,5 mm)",207cde6a-73be-4ffb-972d-30d3d8619fc3,ad411530-b146-47bb-85da-47dc47858864,207cde6a-73be-4ffb-972d-30d3d8619fc3,207cde6a-73be-4ffb-972d-30d3d8619fc3,207cde6a-73be-4ffb-972d-30d3d8619fc3,207cde6a-73be-4ffb-972d-30d3d8619fc3,207cde6a-73be-4ffb-972d-30d3d8619fc3,207cde6a-73be-4ffb-972d-30d3d8619fc3,Gipskartonplatte (Lochplatte),Gipsplatte,Dep+,CL+,0.75,,1.3,0f7705f0-e5a5-5cc3-b04a-5833ab3ae4b8,7ce7f671-bb8e-57b7-aa14-9f1d0403e204
Gipsfaserplatte (10mm),6d535792-4351-4d7d-97c6-6d2c3624f3e0,ff0f4b64-9735-4402-a053-dd34f2edd422,6d535792-4351-4d7d-97c6-6d2c3624f3e0,6d535792-4351-4d7d-97c6-6d2c3624f3e0,6d535792-4351-4d7d-97c6-6d2c3624f3e0,6d535792-4351-4d7d-97c6-6d2c3624f3e0,6d535792-4351-4d7d-97c6-6d2c3624f3e0,6d535792-4351-4d7d-97c6-6d2c3624f3e0,Gipsfaserplatte,Gipsfaser,Dep+,RC-,0.25,,1.3,6462f506-7101-5783-a816-6b0399d8098c,1f76f82c-c24f-5794-b0e9-664256a29607
Gipsputz (innen),b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,f8e81ff6-1886-482e-9a78-7b1246a8c8f9,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,Gipsputz (innen),Gipsputz (auf Gipsbaustoff),Dep+,RC-,0.25,,1.4,12887b5e-a0d5-513c-851a-8662dadb0518,1a2d954c-605f-5fdf-a4a8-99733db2d3cd
Gipsputz (innen),b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,f8e81ff6-1886-482e-9a78-7b1246a8c8f9,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,b7fb8ab4-e1e2-4a0b-a9c4-abd6cfa6c7f3,Gipsputz (innen),Gipsputz (auf Massivbaustoff),Dep+,Dep+,0,,1.4,f3760a8d-50b1-584d-b085-743e010eff36,39c12551-dc99-5fbc-8673-c831094cf523
Gipsstein (CaSO4-Dihydrat),fbd76e49-0fb1-47e0-abba-903ce1272684,f7ad2652-d3a4-4d01-8f54-e668d1257ed1,fbd76e49-0fb1-47e0-abba-903ce1272684,fbd76e49-0fb1-47e0-abba-903ce1272684,fbd76e49-0fb1-47e0-abba-903ce1272684,fbd76e49-0fb1-47e0-abba-903ce1272684,fbd76e49-0fb1-47e0-abba-903ce1272684,fbd76e49-0fb1-47e0-abba-903ce1272684,Gipsstein (CaSO4-Dihydrat) Grundstoff,keine Einstufung,nicht eingestuft,n.e.,n.e.,n.e.,1.1,95b13c3a-5d2f-58b0-a1e8-a0b00bedb17e,0c2c3857-bf68-50bc-a08b-cb0d959eeaf1
Gipswandbauplatte (100mm),38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,801d6e4d-4d9a-40e4-aa8f-37b722e62296,38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,38a8d707-0c7f-4d91-a3db-9b5b2c9bb147,Gipswandbauplatte (100 mm),Gipsplatte,Dep+,CL+,0.75,,1.3,41d65afa-9a37-50e4-b7e8-fa5210af20b3,7ce7f671-bb8e-57b7-aa14-9f1d0403e204
Glasbausteine,1f2d6e42-9ffc-421d-990d-555eee4a7529,bf575960-32e9-47f6-833e-cba96c88dbd2,1f2d6e42-9ffc-421d-990d-555eee4a7529,1f2d6e42-9ffc-421d-990d-555eee4a7529,1f2d6e42-9ffc-421d-990d-555eee4a7529,1f2d6e42-9ffc-421d-990d-555eee4a7529,1f2d6e42-9ffc-421d-990d-555eee4a7529,1f2d6e42-9ffc-421d-990d-555eee4a7529,Glasbausteine,Glasbaustein,Dep+,SV,0.5,,1.3,dd04f434-d268-5f5b-9823-668d55fe507b,70369765-7962-5c0e-8f96-16aa12e37754
Glasarmierungsgitter,nicht vorhanden,b8a9dd13-100b-40bf-b982-06937c4c5f65,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Glasfaser-Armierung,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung",EB,EB,0,,,d7052122-d55a-50c8-b356-3af9bc77b236,839144f3-5e58-564e-befc-9eff0e5ec1aa
,,,,,,,,,Glaskeramik-Tafeln (Fassade),Glaskeramik,RC+,RC+,1,,1.3,3299a819-454c-5ac4-8f6e-be75faa5d731,6614f3b0-e6ae-5b8a-8194-14fb20ab78d1
Glasvlies,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,49ff9df1-d12d-48f6-a391-0d72d695ffcf,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,fa976ebb-09ce-4e5b-9976-621d9ac1f12e,Glasvlies,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung",EB,EB,0,,6.6,f62d0053-9bec-5d41-ba25-7ebd7e7c8bb3,839144f3-5e58-564e-befc-9eff0e5ec1aa
Grauguss Bauteil,dbc94e02-b28f-43eb-8133-a161e9b83dfa,02beebbe-d658-461d-9f3f-a80cc3c92a83,dbc94e02-b28f-43eb-8133-a161e9b83dfa,dbc94e02-b28f-43eb-8133-a161e9b83dfa,dbc94e02-b28f-43eb-8133-a161e9b83dfa,dbc94e02-b28f-43eb-8133-a161e9b83dfa,dbc94e02-b28f-43eb-8133-a161e9b83dfa,dbc94e02-b28f-43eb-8133-a161e9b83dfa,Grauguss Bauteil,"Stahl - Baustahl (zB Stahlträger,..)",CL+,CL+,1,,4.1,af79bdb0-c58e-5781-8a6d-f41e0c507326,f6aee52d-7602-555c-9b67-f300c542341d
Gründach extensiv (ohne Geländer),nicht vorhanden,b2edf535-557e-486a-9c31-8ad569c5f2ce,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Gründach extensiv (ohne Geländer),nicht eingestuft,n.e.,n.e.,n.e.,,10.1,99a43d7d-0a50-56fc-a65f-5b799a2a9f23,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Gründach extensiv mit Edelstahlgeländer,nicht vorhanden,8dd8de23-d86c-4a10-ab8c-4fc3f11688f1,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Gründach extensiv mit Edelstahlgeländer,nicht eingestuft,n.e.,n.e.,n.e.,,10.1,e4857146-3a68-505d-b311-ae1cbde9a190,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Gründach intensiv mit Edelstahlgeländer,nicht vorhanden,a1f68d1e-35b8-4a44-8200-e030a7b23135,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Gründach intensiv mit Edelstahlgeländer,nicht eingestuft,n.e.,n.e.,n.e.,,10.1,85aa1589-e486-5113-b6e6-101e5455410b,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Gummi-Bodenbelag mit Schaumstoffbeschichtung EN 1816,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,3da2134f-da14-40fe-9861-84d4ccee9fef,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,7d8cb95b-99c2-4824-97a0-55d2fca5cedd,Gummi-Bodenbelag mit Schaumstoffbeschichtung EN 1816 (4 mm),Elast BB - Gummibelag,EV-,EV-,0,,6.2,a1b345f1-d901-5cff-bed3-fe24e5cd7e84,53a24d08-09db-5325-b132-e57a19fc2faa
Gummi-Bodenbelag profiliert EN 12199,f814e7e2-e438-4ea9-80cc-81254d01aba2,df441c17-25cb-4a50-add5-a2928933903d,f814e7e2-e438-4ea9-80cc-81254d01aba2,f814e7e2-e438-4ea9-80cc-81254d01aba2,f814e7e2-e438-4ea9-80cc-81254d01aba2,f814e7e2-e438-4ea9-80cc-81254d01aba2,f814e7e2-e438-4ea9-80cc-81254d01aba2,f814e7e2-e438-4ea9-80cc-81254d01aba2,"Gummi-Bodenbelag profiliert EN 12199 (3,55 mm)",Elast BB - Gummibelag,EV-,EV-,0,,6.2,1c71a228-55e5-54ec-8a13-131b3b0afc87,53a24d08-09db-5325-b132-e57a19fc2faa
Gussasphalt,ad94ce55-af1d-4da0-963c-bf263aaa37ee,2d7f6993-c585-4674-b030-348434efeaca,ad94ce55-af1d-4da0-963c-bf263aaa37ee,ad94ce55-af1d-4da0-963c-bf263aaa37ee,ad94ce55-af1d-4da0-963c-bf263aaa37ee,ad94ce55-af1d-4da0-963c-bf263aaa37ee,ad94ce55-af1d-4da0-963c-bf263aaa37ee,ad94ce55-af1d-4da0-963c-bf263aaa37ee,Gussasphalt,Asphalt (Hochbau),Dep+,CL+,0.75,,1.5,c8df71c4-fc71-56c4-b30f-c2833dcb2d6f,6b413e09-fd33-5f1f-8706-8a2293b95d1d
Gussasphaltestrich,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,40ef1e7b-920d-4fe4-a8ec-3a540ef93c65,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,5bebcf89-2e6b-46ce-b05e-3e02929c8af4,Gussasphaltestrich,Gussasphaltestrich,Dep+,CL+,0.75,,1.5,70634b2d-1691-501a-937f-c63a5da24c2d,6dde9ce1-1dd2-5d92-a714-184a527db685
Gussteile aus Aluminium,1e8e3c3e-aad0-44ef-977e-d040c4597df0,568f2c96-2d04-43ff-bf03-8e48de9f11ff,1e8e3c3e-aad0-44ef-977e-d040c4597df0,1e8e3c3e-aad0-44ef-977e-d040c4597df0,1e8e3c3e-aad0-44ef-977e-d040c4597df0,1e8e3c3e-aad0-44ef-977e-d040c4597df0,1e8e3c3e-aad0-44ef-977e-d040c4597df0,1e8e3c3e-aad0-44ef-977e-d040c4597df0,Gussteile aus Aluminium,Alu Guss,CL+,CL+,1,,4.3,6f95f3da-e531-5d00-a9c4-cc0f872307ef,515b4c80-8f17-58e3-98f0-7f7d6b368fc7
Hackschnitzelkessel < 20 kW,nicht vorhanden,53498e40-4f1d-42cb-8b40-911229d5acef,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Hackschnitzelkessel < 20 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,2176a213-584b-574a-9d28-f11380133066,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Hackschnitzelkessel 120 - 400 kW,,cc68520e-a68c-4d9c-b343-38575a1ff57c,,,,,,,Hackschnitzelkessel 120 - 400 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,fc362e69-8513-5bf0-ae23-34669f7e8a87,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Hackschnitzelkessel 20 - 120 kW,,ec371486-0d42-4381-a4bb-95596c31c202,,,,,,,Hackschnitzelkessel 20 - 120 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,aace201c-c29e-58e5-ab0a-819ce1a4e5f0,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
,,,,,,,,,Hanfdämmplatte (druckbelastet),"DS Pflanzenfaser mit Zusatzstoffen (FSM, Bindemittel)",EV-,EV-,0,,2.13,76202219-7de3-5ed5-9c6a-44d2a3351bbb,4e9dc745-0083-5c18-9144-dc31c9173cd1
,,,,,,,,,Hanfdämmplatte (nicht druckbelastet),"DS Pflanzenfaser mit Zusatzstoffen (FSM, Bindemittel)",EV-,EV-,0,,2.13,b1b358da-f783-52e6-8e2d-800f30564574,4e9dc745-0083-5c18-9144-dc31c9173cd1
Hanfvlies,5ef0c519-f5b2-4d45-809d-5f417f90e90b,6505a4d0-df9a-4f7f-8a10-fa4ef36629ad,5ef0c519-f5b2-4d45-809d-5f417f90e90b,5ef0c519-f5b2-4d45-809d-5f417f90e90b,5ef0c519-f5b2-4d45-809d-5f417f90e90b,5ef0c519-f5b2-4d45-809d-5f417f90e90b,5ef0c519-f5b2-4d45-809d-5f417f90e90b,5ef0c519-f5b2-4d45-809d-5f417f90e90b,Hanfvlies mit Flammschutzmittel,"DS Pflanzenfaser mit Zusatzstoffen (FSM, Bindemittel)",EV-,EV-,0,,2.13,f96c2512-4f3a-55c0-95ad-d453666420e1,4e9dc745-0083-5c18-9144-dc31c9173cd1
Harnstoff-Formaldehydharz Ortschaum,08bdbef6-9134-422f-8504-00eeee75d31f,1bf43844-2f42-499e-a177-e65d98cbbf68,08bdbef6-9134-422f-8504-00eeee75d31f,08bdbef6-9134-422f-8504-00eeee75d31f,08bdbef6-9134-422f-8504-00eeee75d31f,08bdbef6-9134-422f-8504-00eeee75d31f,08bdbef6-9134-422f-8504-00eeee75d31f,08bdbef6-9134-422f-8504-00eeee75d31f,Harnstoff-Formaldehydharz Ortschaum,"KSTDämm (Phenol, Melamin,…)",EB,EB,0,,2.16,c2e1b727-22ac-5af8-8270-bb76d6fd6e63,6ff7c22b-634d-5ad0-a57d-ecc307e1f78b
,,,,,,,,,Hartholzfaser-Platten,"Holzfaser, Hartfaser",EV+,EV+,0.5,,3.2,8dab27c7-42d7-5d97-a131-a9034f8d8c63,3917747e-d796-567d-9e7a-0bcf70674e46
,,,,,,,,,HDF-Platte,Holzfaser - HDF/MDF,EV+,RC-,0.25,,3.2,4f0f6f66-d531-5708-ba56-1463e603ba42,44a4fe76-2997-5cff-bcbd-6b376266ae94
Heizkörper,nicht vorhanden,190aaf0f-6599-4886-abf0-b067d4083179,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Heizkörper,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,1108e218-6481-5c9b-85cd-d848de945797,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
,,,,,,,,,"Hochlochziegel (hochporosiert), ohne Mörtel / Kleb.",Ziegel - HLZ hochporosiert,SV,RC-,0.75,,1.3,1eed3e8c-016c-5007-ba69-bb09b8d314c4,ac3cd35f-8e68-5d28-8cd9-f72e2cffe1e5
,,,,,,,,,"Hochlochziegel mineralisch gefüllt, ohne Mörtel / Kleb.",Ziegel mineralisch gefüllt,Dep+,RC-,0.75,,1.3,55175ae6-2ba2-54d0-ab55-1d9bca8277e9,7f5afdab-76e0-5703-95f9-7576d2d52c4d
1.3.02. Mauerziegel (mit Polystyrol gefüllt),nicht vorhanden,a26a956b-1520-4d1b-8cff-9e71fc119994,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Hochlochziegel organisch gefüllt, ohne Mörtel / Kleb.",Ziegel EPS gefüllt,Dep-,RC-,0.75,,,fc87b42c-e4cc-533f-a284-282176679620,42fb8e72-54ef-5d1d-9927-0cbe45e96667
Holz-Blendrahmen,4127e60a-3c42-4076-83f5-5232b4ed642e,ffd4bc0e-1d99-4e84-8710-6dcbf34a98a6,4127e60a-3c42-4076-83f5-5232b4ed642e,4127e60a-3c42-4076-83f5-5232b4ed642e,4127e60a-3c42-4076-83f5-5232b4ed642e,4127e60a-3c42-4076-83f5-5232b4ed642e,4127e60a-3c42-4076-83f5-5232b4ed642e,4127e60a-3c42-4076-83f5-5232b4ed642e,Holz-Blendrahmen,Holzrahmen,EV+,EV+,0,,7.1,e1df5df0-fb99-5f92-ab9a-213a9b4c0562,1db95e34-b4d0-51f6-a1b7-84bf792a1d6a
,,,,,,,,,Holzdielenboden - unproblem. Beschichtet,Holzdielenboden,RC+,CL-,1,,3.3,6f2304f9-b444-563d-9089-c59bcc2764e0,fe683947-6107-5b4e-b39c-55fbacb43dee
Holzfaserdämmplatte (Nassverfahren),393f494d-8738-4330-aa5e-1652bb29b574,eefa40b3-7156-43a9-b197-b908f204432b,393f494d-8738-4330-aa5e-1652bb29b574,393f494d-8738-4330-aa5e-1652bb29b574,393f494d-8738-4330-aa5e-1652bb29b574,393f494d-8738-4330-aa5e-1652bb29b574,393f494d-8738-4330-aa5e-1652bb29b574,393f494d-8738-4330-aa5e-1652bb29b574,Holzfaserdämmplatte (Nassverfahren),"Holzfaser, Rho<200",EV-,RC-,0.5,,2.1,e2db49cb-1fd5-5308-99c0-a19663d16c33,ee0a4edd-97b7-55e3-a3fd-763cd491fbc6
,,,,,,,,,"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ","Holz-Alu-Rahmen, Regelvermutung HSM",EV+,EV+,0,,7.1,e7ce9fca-ee16-5e5b-897c-a367f43e6548,1f1a4e28-2d8b-5def-afa1-0628d3aa2ca6
,,,,,,,,,"Holzrahmen Fichte mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM","Holz-Alu-Rahmen, Nachweis kein HSM",RC-,RC+,0.75,,7.1,41340afa-b4c1-5cf0-9813-6579e7e611ee,e9ea3a55-7903-52b5-b928-0a096eb6c878
,,,,,,,,,"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ","Holz-Alu-Rahmen, Regelvermutung HSM",EV+,EV+,0,,7.1,a3c2d2c4-8ffd-59c8-b467-b982c79cd12e,1f1a4e28-2d8b-5def-afa1-0628d3aa2ca6
,,,,,,,,,"Holzrahmen Lärche mit Aludeckschale [kg/m² Rahmen] t=0,088 ohne HSM","Holz-Alu-Rahmen, Nachweis kein HSM",RC-,RC+,0.75,,7.1,2e003e5f-cfe5-5be0-84f3-9b4525fce0ec,e9ea3a55-7903-52b5-b928-0a096eb6c878
Holz-Flügelrahmen,318f08e0-1b04-49eb-ab16-531482cd75da,7907e693-d970-4958-adfd-223b541fc731,318f08e0-1b04-49eb-ab16-531482cd75da,318f08e0-1b04-49eb-ab16-531482cd75da,318f08e0-1b04-49eb-ab16-531482cd75da,318f08e0-1b04-49eb-ab16-531482cd75da,318f08e0-1b04-49eb-ab16-531482cd75da,318f08e0-1b04-49eb-ab16-531482cd75da,Holz-Flügelrahmen,Holzrahmen,EV+,EV+,0,,7.1,586a4ca4-1b43-53c2-acf2-3bc6c7337cc6,1db95e34-b4d0-51f6-a1b7-84bf792a1d6a
,,,,,,,,,"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ","Holz-Alu-Rahmen, Regelvermutung HSM",EV+,EV+,0,,7.1,4a3c11b9-9383-5595-a2d1-4e0ac7b677d6,1f1a4e28-2d8b-5def-afa1-0628d3aa2ca6
,,,,,,,,,"Holzrahmen PH mit Aludeckschale [kg/m² Rahmen] t=0,155 ohne HSM","Holz-Alu-Rahmen, Nachweis kein HSM",RC-,RC+,0.75,,7.1,ab0fece6-e12a-5fda-9756-da0d47ad74bc,e9ea3a55-7903-52b5-b928-0a096eb6c878
Holzwolle-Leichtbauplatte,76d3f78a-8743-49fe-b4a1-f43b819cb930,bd815e7e-3b87-4a2a-b51e-fd56488de930,76d3f78a-8743-49fe-b4a1-f43b819cb930,76d3f78a-8743-49fe-b4a1-f43b819cb930,76d3f78a-8743-49fe-b4a1-f43b819cb930,76d3f78a-8743-49fe-b4a1-f43b819cb930,76d3f78a-8743-49fe-b4a1-f43b819cb930,76d3f78a-8743-49fe-b4a1-f43b819cb930,Holzwolle-Leichtbauplatte,Holzzement,Dep-,SV,0.25,,2.7,146daaab-03b4-5abf-b538-4cd27cddf5ac,e9471e11-f091-58c5-9139-f783f619cabd
HPL-Platte,8cf90240-cbdd-4415-93a8-9c56da22f111,b2afc2f7-d973-442f-bda4-5d37a047534f,8cf90240-cbdd-4415-93a8-9c56da22f111,8cf90240-cbdd-4415-93a8-9c56da22f111,8cf90240-cbdd-4415-93a8-9c56da22f111,8cf90240-cbdd-4415-93a8-9c56da22f111,8cf90240-cbdd-4415-93a8-9c56da22f111,8cf90240-cbdd-4415-93a8-9c56da22f111,HPL-Platte (High pressure Laminate),HPL,EV+,EV+,0,,6.5,374deb97-1e63-5dca-9e30-331d5eb8871f,cc545e58-1f49-5c23-93e0-53814a2c6ec1
Hüttenstein,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,9fb201e2-741a-49bb-871d-098bfa312f8e,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,a4fceab4-71a2-46c9-ac9a-19a964d48ce5,Hüttensteine,Hüttenstein,RC-,RC-,1,,1.3,227a7f9a-adb1-577b-8a6b-ed4024e6a3de,7ad1fe9d-63bb-5ea0-a8e9-9ff771136b1f
Innendispersionsfarbe scheuerfest,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,fd7496b3-e4d0-45f6-838b-4db5bc3a66e8,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,35be6146-5a80-4a9e-a32d-5d05c03a8d5c,Innenfarbe Dispersionsfarbe scheuerfest,"Farben, sonstige Beschichtungen (mineral. Untergrund)",Dep-,Dep-,0,,5.5,dc81921e-d055-5ee8-b29c-c72894a1ed86,829e10d4-7bee-5873-9da8-c4083e7de8b5
,,,,,,,,,"Innentür (Pappe mit Wabenstruktur), Fl.gew.8 kg/m², laminiert oder lackiert ","Innentür - Karton, Röhrenspanstreifen",EV-,EV-,0,,7.6,ef901310-8cce-5a19-a704-97e7766c8aaf,bc526a19-d65b-58f6-b2e4-f2327cfef809
,,,,,,,,,"Innentür (Röhrenspanplatte), Fl.gew.15 kg/m², laminiert oder lackiert ","Innentür - Karton, Röhrenspanstreifen",EV-,EV-,0,,7.6,22c2204f-6abb-53bc-9d2b-f3d7a8d7ad7e,bc526a19-d65b-58f6-b2e4-f2327cfef809
